,dr_id,question_1,question_2,label,question_1_processed,question_2_processed,len_question_1,len_question_2,text_len_question_1,text_len_question_2,rus_question_1,rus_question_2
2449,9,"What is ayurvedic, or homeopathic medicine for chronic rhinitis?",I have tried ayurvedic and homeopathic medicine for rhinitis but has not helped. What should I do next?,0,ayurvedic homeopathic medicine chronic rhinitis,try ayurvedic homeopathic medicine rhinitis help next,64,103,47,53,Что такое аюрведическая или гомеопатическая медицина от хронического ринита?,"Я пробовал аюрведические и гомеопатические лекарства от ринита, но не помог."
2450,9,What is gastrointestinal influenza? Is it contagious?,"I have diarrhea with blood in stools, vomiting, nausea, fever and abdominal pain for 10 days now. Does that sound like stomach bug?",0,gastrointestinal influenza contagious,diarrhea blood stool vomit nausea fever abdominal pain 10 day sound like stomach bug,53,131,37,84,Что такое желудочно-кишечный грипп?,"У меня диарея с кровью в стулах, рвотой, тошнотой, лихорадкой и болью в животе уже 10 дней."
2451,9,What is gastrointestinal influenza? Is it contagious?,Is gastrointestinal influenza contagious? What are the symptoms it would present with?,1,gastrointestinal influenza contagious,gastrointestinal influenza contagious symptom would present,53,86,37,59,Что такое желудочно-кишечный грипп?,Заразен ли желудочно-кишечный грипп?
2452,9,What is the most effective skin bleach/lightening cream?,Is there any good bleach/ lightening cream that you would suggest for effective reuslts?,1,effective skin bleach lighten cream,good bleach lighten cream would suggest effective reuslts,56,88,35,57,Что является наиболее эффективным отбеливающим сливом кожи?,"Есть ли хороший отбеливатель и молниеносный крем, который вы бы предложили для эффективного реаглта?"
2453,9,What is the most effective skin bleach/lightening cream?,I used bleach to help lighten my skin and now notice a rash and burning sensation on my face. What can I do for this? I need this to go. ,0,effective skin bleach lighten cream,use bleach help lighten skin notice rash burn sensation face need go,56,137,35,68,Что является наиболее эффективным отбеливающим сливом кожи?,"Я использовал отбеливатель, чтобы облегчить свою кожу, а теперь заметил сыпь и горящие ощущения на моем лице."
2454,9,What is the retinal pigment epithelium?,Can you explain what is the retinal pigment epithelium?,1,retinal pigment epithelium,explain retinal pigment epithelium,39,55,26,34,Что такое эпителий сетчатки?,"Можете ли вы объяснить, что такое эпителий сетчатки?"
2455,9,What is the retinal pigment epithelium?,Do age related changes affect retinal pigment epithelium?,0,retinal pigment epithelium,age relate change affect retinal pigment epithelium,39,57,26,51,Что такое эпителий сетчатки?,Влияют ли изменения в возрасте на эпителий сетчатки?
2456,9,What kinds of epilepsy are there?,I have been diagnsoed with epilepsy. What are the treatments available?,0,kind epilepsy,diagnsoed epilepsy treatment available,33,71,13,38,Что за эпилепсия?,У меня была эпилепсия.
2457,9,What kinds of epilepsy are there?,What are the types of epilepsy?,1,kind epilepsy,type epilepsy,33,31,13,13,Что за эпилепсия?,Какие типы эпилепсии?
2458,9,What method is there to get rid of this cough and wheezing?,I have been experiencing cough and wheezing. What are some ways I can try to get rid of this?,1,method get rid cough wheezing,experience cough wheezing way try get rid,59,93,29,41,Какой способ избавиться от этого кашля и хрипа?,Как я могу избавиться от этого?
2459,9,What method is there to get rid of this cough and wheezing?,"My son has been coughing and has wheeze, for about 15 days now. Has phlegm with  the cough and no home remedies have helped. Does he require a doctor's visit? ",0,method get rid cough wheezing,cough wheeze 15 day phlegm cough home remedy help require doctor visit,59,159,29,70,Какой способ избавиться от этого кашля и хрипа?,Мой сын кашлял и хихикал уже 15 дней.
2460,9,What should we do if my husband vomitted blood? He has been having stomach aches this past week and vomitted blood for the first time tonight.,My husband has been experiencing stomaches for the last week and vomitted blood for the first time tonight. Should I take him to the ER?,1,husband vomitted blood stomach ache past week vomitted blood first time tonight,husband experience stomach last week vomitted blood first time tonight take,142,136,79,75,"У него болит живот на прошлой неделе, и кровь рвётся впервые сегодня.",Мой муж испытывает желудки на прошлой неделе и рвота кровью впервые сегодня вечером.
2461,9,What should we do if my husband vomitted blood? He has been having stomach aches this past week and vomitted blood for the first time tonight.,"My partner has been having lower abdominal pain, vomiting and passing blood in stools. He does seem to be constipated for sometime now. Is this something to worry about?",0,husband vomitted blood stomach ache past week vomitted blood first time tonight,partner lower abdominal pain vomit pass blood stool seem constipate sometime something worry,142,169,79,92,"У него болит живот на прошлой неделе, и кровь рвётся впервые сегодня.","У моего напарника боль в животе, рвота и кровь в стулах."
2462,9,What to do if I'm 58 years old man.befoe 25 days I was found with widal positive but after 25 days widal test is negative..?,I'm a 58 yr old man and was found to have a WIDAL test positive about 25 days ago and now after 25 days it is negative. What can I do?,1,58 year old befoe 25 day find widal positive 25 day widal test negative,58 yr old find widal test positive 25 day ago 25 day negative,124,134,71,61,"Что делать, если мне 58 лет? Бефо 25 дней я был найден с приливом, но после 25 дней тест на прилив - отрицательный..?","Я 58-летний старик, и, как выяснилось, у меня есть тест WIDAL, положительный 25 дней назад, а теперь через 25 дней он отрицательный."
2463,9,What to do if I'm 58 years old man.befoe 25 days I was found with widal positive but after 25 days widal test is negative..?,I'm a 58 yr old man with negative WIDAL test 25 days after receiving treatment. Does that mean that infection has cleared?,0,58 year old befoe 25 day find widal positive 25 day widal test negative,58 yr old negative widal test 25 day receive treatment mean infection clear,124,122,71,75,"Что делать, если мне 58 лет? Бефо 25 дней я был найден с приливом, но после 25 дней тест на прилив - отрицательный..?",Я 58-летний человек с отрицательным тестом WIDAL через 25 дней после лечения.
2464,9,What ways/exercises are most effective for getting rid of thigh fat?,Are there any exercises that are most effective for getting rid of fat in the thigh?,1,way exercise effective get rid thigh fat,exercise effective get rid fat thigh,68,84,40,36,Какие способы/изъятия наиболее эффективны для удаления жира в бедре?,"Есть ли какие-нибудь упражнения, которые наиболее эффективны, чтобы избавиться от жира в бедре?"
2465,9,What ways/exercises are most effective for getting rid of thigh fat?,Exercises have not been helpful with getting rid of thigh fat. What is your recommendation on cosmetic surgeries like lipsuction?,0,way exercise effective get rid thigh fat,exercise helpful get rid thigh fat recommendation cosmetic surgery like lipsuction,68,129,40,82,Какие способы/изъятия наиболее эффективны для удаления жира в бедре?,"Какова ваша рекомендация в отношении косметических операций, таких, как липукация?"
2466,9,When after a sinus infection clears up will brain fog go away?,How long does it take for brain fog to clear after receiving treatment for sinus infection?,1,sinus infection clear brain fog go away,long take brain fog clear receive treatment sinus infection,62,91,39,59,"Когда синусовая инфекция очистится, туман мозга исчезнет?",Сколько времени требуется для очистки тумана мозга после лечения синусовой инфекции?
2467,9,When after a sinus infection clears up will brain fog go away?,I haven't been sleeping well for the last couple of weeks. Can it result in brain fog?,0,sinus infection clear brain fog go away,sleep well last couple week result brain fog,62,86,39,44,"Когда синусовая инфекция очистится, туман мозга исчезнет?","Я не спал последние пару недель, а может это привести к туману мозга?"
2468,9,When do you apply sunscreen: before or after skin care?,I developed a mild sunburn 2 days back and was wondering if I could apply sunscreen over it? When can i go back into the sun?,0,apply sunscreen skin care,develop mild sunburn 2 day back wonder could apply sunscreen go back sun,55,125,25,72,Когда вы используете солнцезащитный крем: до или после ухода за кожей?,"Я развил лёгкий солнечный ожог два дня назад и хотел спросить, могу ли я применить солнцезащитный крем над ним?"
2469,9,When do you apply sunscreen: before or after skin care?,When is the best time to apply sunscreen and how do I use it with other skincare products?,1,apply sunscreen skin care,best time apply sunscreen use skincare product,55,90,25,46,Когда вы используете солнцезащитный крем: до или после ухода за кожей?,Когда самое время применить солнцезащитный крем и как мне использовать его с другими продуктами кожевенной опекы?
2470,9,"When I use the bathroom, my poop are sometimes the size of meat balls or bigger. And it's hard to push I eat fruits vegetables. When using I bleed why?","I have been noticing blood in stools for some time now, with hard stools and need to strain while passing stools. My diet seems to be healthy and I do eat fruits and vegetables. What can I do to help with this?",1,use bathroom poop sometimes size meat ball big hard push eat fruit vegetable use bleed,notice blood stool time hard stool need strain passing stool diet seem healthy eat fruit vegetable help,151,210,86,103,"Когда я пользуюсь ванной, у меня какашки размером с мясные шарики или больше, и трудно толкнуть меня, я ем фруктовые овощи.","Я заметил кровь в стулах уже некоторое время, с жесткими стульями и нужно напрягаться, проходя стулья. Моя диета, кажется, здорова, и я ем фрукты и овощи. Чем могу помочь?"
2471,9,"When I use the bathroom, my poop are sometimes the size of meat balls or bigger. And it's hard to push I eat fruits vegetables. When using I bleed why?",I have constipation on and off and eating meat worsens the bowel movements. I have been using stool softeners and now have diarrhea. What can I do?,0,use bathroom poop sometimes size meat ball big hard push eat fruit vegetable use bleed,constipation eat meat worsens bowel movement use stool softener diarrhea,151,147,86,72,"Когда я пользуюсь ванной, у меня какашки размером с мясные шарики или больше, и трудно толкнуть меня, я ем фруктовые овощи.","У меня запоры на кишечнике, и мясо ухудшает ход кишечника, я использую стул-смягчение и теперь у меня диарея."
2472,9,Why am i so forgetful all the time i forget we're i'm going what i'm doing an saying?,I have been diagnosed with clinical depression and notice that I have been having forgetfulness and trouble with memory. What can I do for it?,0,forgetful time forget go say,diagnosed clinical depression notice forgetfulness trouble memory,85,142,28,65,"Почему я так забываю все время, что забываю, что мы идем на то, что я делаю?","У меня диагностировали клиническую депрессию и заметили, что у меня была забывчивость и проблемы с памятью."
2473,9,Why am i so forgetful all the time i forget we're i'm going what i'm doing an saying?,"I have been forgetting where I am, what I'm doing or saying. What could be causing the forgetfulness?",1,forgetful time forget go say,forget say could cause forgetfulness,85,101,28,36,"Почему я так забываю все время, что забываю, что мы идем на то, что я делаю?","Я забываю, где я, что я делаю или говорю."
2474,9,Why does my back hurt when I breathe or bend over? Its kind of in my upper middle back but just on the right side.,I started noticing pain in the upper middle back on the right side and hurts to breathe and bend over. Any idea what it could be?,1,back hurt breathe bend kind upper middle back right side,start notice pain upper middle back right side hurt breathe bend idea could,114,129,56,75,"Почему у меня болит спина, когда я дышу или нагибаюсь?",Я начал замечать боль в верхней части спины справа и больно дышать и наклоняться.
2475,9,Why does my back hurt when I breathe or bend over? Its kind of in my upper middle back but just on the right side.,I was lifting weights at the gym and seemed to have hurt my upper back. It seems like a pulled muscle. How long does this last?,0,back hurt breathe bend kind upper middle back right side,lift weight gym seem hurt upper back seem like pulled muscle long last,114,127,56,70,"Почему у меня болит спина, когда я дышу или нагибаюсь?","Я поднимала весы в спортзале и, кажется, повредила верхнюю часть спины."
2476,9,Why do I have chronic ankle ligament pain for no reason?,I have been experiencing ankle pain for a long time now and started out of nowhere. I have not sustained any injuries. Does that sound like a ligament pain?,1,chronic ankle ligament pain reason,experience ankle pain long time start nowhere sustain injury sound like ligament pain,56,156,34,85,Почему у меня хроническая боль в связке лодыжки без причины?,У меня уже давно болит лодыжка и я начинаю из ниоткуда.
2477,9,Why do I have chronic ankle ligament pain for no reason?,I have been noticing left ankle pain for a couple of weeks now but do not recollect any injuries. What could be causing the pain?,0,chronic ankle ligament pain reason,notice leave ankle pain couple week recollect injury could cause pain,56,129,34,69,Почему у меня хроническая боль в связке лодыжки без причины?,"Я заметила, что боль в лодыжке наступила уже пару недель, но не помню никаких повреждений."
2478,9,Will anyone tell me how come I have small pimple like bumps n my nipple and the surrounding part?,"I'm currenty pregnant and notice that my nipple has grown big, is more dark and has raised bumps around. Is this normal?",0,anyone tell small pimple like bump nipple surround part,currenty pregnant notice nipple grown big dark raise bump around normal,97,120,55,71,"Кто-нибудь скажет мне, почему у меня маленький прыщ, как у меня на сосках и в окружающей части?","Я беременна и замечаю, что мой сосок вырос, стал темнее и поднял удары вокруг."
2479,9,Will anyone tell me how come I have small pimple like bumps n my nipple and the surrounding part?,I notice small pimple like spots on the nipple and surrounding area. What could they be?,1,anyone tell small pimple like bump nipple surround part,notice small pimple like spot nipple surround area could,97,88,55,56,"Кто-нибудь скажет мне, почему у меня маленький прыщ, как у меня на сосках и в окружающей части?","Я вижу маленький прыщ, как пятна на сосках и вокруг них."
2480,10,A BNP value less than 10 pg/ML can rule out CHF or some serious heart problem? Thanks,"My BNP value is less than 10pg/ML, does it rules out CHF or serious heart problem? ",1,bnp value less 10 pg ml rule chf serious heart problem thanks,bnp value less ml rule chf serious heart problem,85,83,61,48,Значение BNP менее 10 пг/ML может исключить FMF или какую-то серьезную проблему с сердцем?,"Мое значение BNP меньше 10pg/ML, исключает ли это проблему с сердечными сердцами?"
2481,10,A BNP value less than 10 pg/ML can rule out CHF or some serious heart problem? Thanks,"My brother BNP value is less than 10 pg/ML, the doctor has ruled out CHF or serious heart problem.  What do we mean by BPN?  ",0,bnp value less 10 pg ml rule chf serious heart problem thanks,brother bnp value less 10 pg ml doctor rule chf serious heart problem mean bpn,85,125,61,78,Значение BNP менее 10 пг/ML может исключить FMF или какую-то серьезную проблему с сердцем?,"Мой брат BNP имеет значение менее 10 пг/мл, врач исключил FMF или серьезную проблему с сердцем."
2482,10,Are all lymph node removal surgeries cancerous in nature? Can you share some sources?,Does all cancer clearing surgery remove lymph nodes? Can you enlighten me with some relevant sources? ,1,lymph node removal surgery cancerous nature share source,cancer clearing surgery remove lymph node enlighten relevant source,85,102,56,67,Все лимфатические узлы - раковые операции в природе?,Все операции по удалению рака удаляют лимфатические узлы?
2483,10,Are all lymph node removal surgeries cancerous in nature? Can you share some sources?,"I recently had a surgery for my breast cancer, the doctors told me that lymph nodes were also removed, as cancer had infliterated the area. I am free of cancer now? ",0,lymph node removal surgery cancerous nature share source,recently surgery breast cancer doctor tell lymph node remove cancer infliterated area free cancer,85,165,56,97,Все лимфатические узлы - раковые операции в природе?,"Недавно мне сделали операцию на рак груди, врачи сказали мне, что лимфатические узлы были удалены, так как рак уничтожил район."
2484,10,Can ciproflaxin and amoxicillin be taken together?,"I am having sore throat, can I take amoxicillin and ciprofloxacin together? ",1,ciproflaxin amoxicillin take together,sore throat take amoxicillin ciprofloxacin together,50,76,37,51,Можно ли взять ципрофлаксин и амоксициллин вместе?,"У меня болит горло, могу я взять амоксициллин и ципрофлоксацин вместе?"
2485,10,Can ciproflaxin and amoxicillin be taken together?,"My brother is having chest congestion, the doctor has prescribed him ciprofloxacin and amoxicillin. What can he take for nasal congestion? ",0,ciproflaxin amoxicillin take together,brother chest congestion doctor prescribe ciprofloxacin amoxicillin take nasal congestion,50,139,37,89,Можно ли взять ципрофлаксин и амоксициллин вместе?,"У моего брата перенаселенность грудной клетки, доктор прописал ему ципрофлоксацин и амоксицилин."
2486,10,Can I take Cymbalta (duloxetine) with gabapentin?,"May I know, for which conditions Cymbalta (Duloxetine) and Gabapentin is prescribed? ",0,take cymbalta duloxetine gabapentin,may know condition cymbalta duloxetine gabapentin prescribe,49,85,35,59,Могу я взять Цимбалту (дулоксин) с габапентином?,"Могу ли я знать, для каких условий прописывают Cymbalta (Duloxetine) и Gabapentin?"
2487,10,Can I take Cymbalta (duloxetine) with gabapentin?,"Would there any any side effects, if I take Cymbalta ( Duloxetine) with Gabapentin? ",1,take cymbalta duloxetine gabapentin,would side effect take cymbalta duloxetine gabapentin,49,84,35,53,Могу я взять Цимбалту (дулоксин) с габапентином?,"Будут ли какие-нибудь побочные эффекты, если я возьму Цимбалту (Дулоксетин) с Габапентином?"
2488,10,Can stem cell research help diseased arteries?,"I have diseased arteries, can stem cell research help me?",1,stem cell research help diseased artery,diseased artery stem cell research help,46,57,39,39,Могут ли исследования стволовых клеток помочь заболевшим артериям?,"У меня больные артерии, могут ли исследования стволовых клеток помочь мне?"
2489,10,Can stem cell research help diseased arteries?,I have heard stem cell research can help with diaseased arteries. In what other avenues can stem cell reaserch help? ,0,stem cell research help diseased artery,heard stem cell research help diaseased artery avenue stem cell reaserch help,46,117,39,77,Могут ли исследования стволовых клеток помочь заболевшим артериям?,"Я слышал, что исследования стволовых клеток могут помочь с диазазированными артериями."
2490,10,Can sun urticaria cause anaphylaxis?,Is it possible for the sun urticaria to cause anaphylaxis? ,1,sun urticaria cause anaphylaxis,possible sun urticaria cause anaphylaxis,36,59,31,40,Может ли солнечная уртика вызвать анафилактику?,"Возможно ли, чтобы уртика Солнца вызвала анафилактику?"
2491,10,Can sun urticaria cause anaphylaxis?,What are the other causes of anaphylaxis apart from sun urticaria? ,0,sun urticaria cause anaphylaxis,cause anaphylaxis apart sun urticaria,36,67,31,37,Может ли солнечная уртика вызвать анафилактику?,"Каковы другие причины анафилаксии, помимо уртики солнца?"
2492,10,Can u take Prilosec OTC with fluoxetine?,"Currently I am on fluoxetine for anxiety and Prilosec for gastric issues, could you suggest me, what can I have for sore throat? ",0,u take prilosec otc fluoxetine,currently fluoxetine anxiety prilosec gastric issue could suggest sore throat,40,129,30,77,Ты можешь взять прилоце OTC с флуоксином?,"В настоящее время у меня флуоксетин для беспокойства и Прилосек для гастрических проблем, не могли бы вы предложить мне, что у меня есть для боли в горле?"
2493,10,Can u take Prilosec OTC with fluoxetine?,"I am on fluoxetine one tablet daily, can I take Prilosec with it?",1,u take prilosec otc fluoxetine,fluoxetine one tablet daily take prilosec,40,65,30,41,Ты можешь взять прилоце OTC с флуоксином?,"Я на флуоксетине по одной таблетке каждый день, могу я взять с собой Прилоце?"
2494,10,Can you explain if it's possible to have a lot of the symptoms of type 2 diabetes and not have it?,Could you apprise me of any condition with similar symptoms to diabetes mellitus type 2?,1,explain possible lot symptom type 2 diabetes,could apprise condition similar symptom diabetes mellitus type 2,98,88,44,64,"Можете ли вы объяснить, возможно ли иметь много симптомов диабета второго типа и не иметь его?","Не могли бы вы сообщить мне о каких-либо заболеваниях, аналогичных симптомам диабета второго типа?"
2495,10,Can you explain if it's possible to have a lot of the symptoms of type 2 diabetes and not have it?,I have diabetes mellitus type 2 and dealing with this condition symptoms from some time. How can I control the symptoms apart from medication? ,0,explain possible lot symptom type 2 diabetes,diabetes mellitus type 2 deal condition symptom time control symptom apart medication,98,143,44,85,"Можете ли вы объяснить, возможно ли иметь много симптомов диабета второго типа и не иметь его?",У меня сахарный диабет второго типа и симптомы этого заболевания с течением времени. Как я могу контролировать симптомы помимо лекарств?
2496,10,Can you take tylenol (acetaminophen) and Advil together? Can you take tylenol (acetaminophen) and Advil together?,"I am having severe pain, can I take Advil and Tylenol (acetaminophen) together?",1,take tylenol acetaminophen advil together take tylenol acetaminophen advil together,severe pain take advil tylenol acetaminophen together,113,79,83,53,Можете ли вы взять тиленол (ацеминофен) и Адвил вместе? Можете ли вы взять тиленол (ацеминофен) и Адвил вместе?,"У меня сильная боль, могу я взять Адвила и Тиленол (ацеминофен) вместе?"
2497,10,Can you take tylenol (acetaminophen) and Advil together? Can you take tylenol (acetaminophen) and Advil together?,"I think, I have fever, have already taken Advil and Tylenol (acetaminophen) with 2 hours gap. I am still feeling hot, what can I take next?",0,take tylenol acetaminophen advil together take tylenol acetaminophen advil together,think fever already take advil tylenol acetaminophen 2 hour gap still feel hot take next,113,139,83,88,Можете ли вы взять тиленол (ацеминофен) и Адвил вместе? Можете ли вы взять тиленол (ацеминофен) и Адвил вместе?,"Я думаю, у меня жар, я уже принял Адвил и Тиленол (ацеминофен) с двухчасовым перерывом."
2498,10,Can you tell me how i can take prohormones the right way?,Could you apprise me about the benifits of prohormones? ,0,tell take prohormones right way,could apprise benifits prohormones,57,56,31,34,"Вы можете сказать мне, как я могу правильно принять прохормоны?",Не могли бы вы рассказать мне о нарядах прохормонов?
2499,10,Can you tell me how i can take prohormones the right way?,"I want to take prohormones, what's the right way to take them? ",1,tell take prohormones right way,want take prohormones right way take,57,63,31,36,"Вы можете сказать мне, как я могу правильно принять прохормоны?","Я хочу взять прохормоны, какой правильный способ взять их?"
2500,10,Can you tell me if i could get the stomach flu twice?,"I got stomach flu twice, what can I do to prevent it from happening again? ",0,tell could get stomach flu twice,get stomach flu twice prevent happen,53,75,32,36,"Можешь сказать, можно ли мне дважды заразиться желудочным гриппом?","У меня дважды грипп желудка, что я могу сделать, чтобы предотвратить его повторение?"
2501,10,Can you tell me if i could get the stomach flu twice?,I just had stomach flu and was treated for it. Can I get it twice? ,1,tell could get stomach flu twice,stomach flu treat get twice,53,67,32,27,"Можешь сказать, можно ли мне дважды заразиться желудочным гриппом?","У меня был желудочный грипп, и мне его лечили."
2502,10,"Chest keeps popping i don't know why  went to the doctor and they said , y chest was inflamed is the anything that can make the inflammation go away?",My chest keeps popping up at times. Is it chest inflammation? Should I go to the doctor? ,0,chest keep pop know go doctor say chest inflamed anything make inflammation go away,chest keep pop time chest inflammation go doctor,149,89,83,48,"Я не знаю, зачем пошёл к врачу, и они сказали, что у тебя в груди воспламенение - это все, что может заставить воспаление исчезнуть?","Моя грудная клетка иногда всплывает, это воспаление груди?"
2503,10,"Chest keeps popping i don't know why  went to the doctor and they said , y chest was inflamed is the anything that can make the inflammation go away?",My doctor said  that I have chest inflammation as my chest kept popping at times.Could you suggest some remdies? ,1,chest keep pop know go doctor say chest inflamed anything make inflammation go away,doctor say chest inflammation chest keep pop time could suggest remdies,149,113,83,71,"Я не знаю, зачем пошёл к врачу, и они сказали, что у тебя в груди воспламенение - это все, что может заставить воспаление исчезнуть?","Мой врач сказал, что у меня воспаление груди, когда моя грудная клетка лопнула время от времени. Не могли бы вы предложить немного ремни?"
2504,10,Chest pain cough that's last couple weeks. Now have blood shot eyes that are irritated cheek lil swollen also nauseas head ache fatigue what is it?,"I am having blood shot eyes that are irritated and swollen, also having headache and feeling nausous. I have history of chest pain with cough from last couple of weeks. Could you tell me, what's going on? ",1,chest pain cough last couple week blood shot eye irritate cheek lil swell nauseas head ache fatigue,blood shot eye irritate swollen headache feel nausous history chest pain cough last couple week could tell go,147,205,99,109,"А теперь у нас есть глаза, которые раздражают щеку, и тошнит от боли в голове.","У меня отстреленные кровью глаза раздражённые и опухшие, у меня также болит голова и чувство назойливости."
2505,10,Chest pain cough that's last couple weeks. Now have blood shot eyes that are irritated cheek lil swollen also nauseas head ache fatigue what is it?,"I was diagnosed with upper respiratory tract infection, as I had chest pain and cough from last couple of weeks, now having red and irritated eyes along with nausea and headache. Should I go to the ER? ",0,chest pain cough last couple week blood shot eye irritate cheek lil swell nauseas head ache fatigue,diagnose upper respiratory tract infection chest pain cough last couple week red irritated eye along nausea headache go,147,202,99,119,"А теперь у нас есть глаза, которые раздражают щеку, и тошнит от боли в голове.","У меня диагностировали инфекцию верхнего дыхательного тракта, поскольку у меня была боль в груди и кашля с последних двух недель, теперь у меня красные и раздраженные глаза, а также тошнота и головная боль."
2506,10,Clomiphene citrate 100mg from   3rd day for 5 days any possibility for twins and conceiving? Please answer,Hi! I am on Clomiphene citrate 100mg on a 5 days regimen and this is my 3rd day. Any chances of conceiving or twin pregnancy? ,1,clomiphene citrate day 5 day possibility twin conceive please answer,hi clomiphene citrate 5 day regimen day chance conceive twin pregnancy,106,126,68,70,"Кломифен цитрат 100 мг с третьего дня в течение 5 дней, есть ли возможность для близнецов и зачатия? Пожалуйста, ответьте.","Привет, я на скрипте Кломифена 100 мг на 5-дневный режим, и это мой третий день."
2507,10,Clomiphene citrate 100mg from   3rd day for 5 days any possibility for twins and conceiving? Please answer,"I am not sure about twin pregnancy but clomiphene citrate 100mg is usually advised for conception, mostly a 5 day regimen is advised. May I know, what did your doctor say? ",0,clomiphene citrate day 5 day possibility twin conceive please answer,sure twin pregnancy clomiphene citrate usually advise conception mostly 5 day regimen advise may know doctor say,106,172,68,112,"Кломифен цитрат 100 мг с третьего дня в течение 5 дней, есть ли возможность для близнецов и зачатия? Пожалуйста, ответьте.","Я не уверена насчет беременности близнецов, но кломифен цитрат 100 мг обычно рекомендуется для зачатия, в основном 5-дневный режим рекомендуется."
2508,10,Cortisone shot as a diagnostic tool in the knee what does this mean. If the shot worked does it mean inflammation? If not internal damage. Help,Apart from diagnostic tool to differentiate between inflammation and internal injury. Is there any therapeutic benifits of cortsione shot in the knee? ,0,cortisone shot diagnostic tool knee mean shot work mean inflammation internal damage help,apart diagnostic tool differentiate inflammation internal injury therapeutic benifits cortsione shot knee,143,151,89,105,"Кортизон, снятый как диагностический инструмент в колене, что это значит. Если сработало, значит ли это воспаление? Если не внутреннее повреждение.","Помимо диагностического инструмента, позволяющего дифференцировать воспаление и внутреннее повреждение."
2509,10,Cortisone shot as a diagnostic tool in the knee what does this mean. If the shot worked does it mean inflammation? If not internal damage. Help,"I have been advised for cortisone shot in my knee, as diagnostic tool. My doctor tells me if the shot works it means inflammation if not, it indicates internal damage. Is my doctor right? ",1,cortisone shot diagnostic tool knee mean shot work mean inflammation internal damage help,advise cortisone shot knee diagnostic tool doctor tell shoot work mean inflammation indicate internal damage doctor right,143,188,89,121,"Кортизон, снятый как диагностический инструмент в колене, что это значит. Если сработало, значит ли это воспаление? Если не внутреннее повреждение.","Мне посоветовали сделать кортизон в колено, как диагностический инструмент. Мой доктор говорит, что если выстрел работает, значит воспаление, если нет, значит внутреннее повреждение. Мой доктор прав?"
2510,10,Could you tell me what happens when you quit smoking?,"May I know, what are the withdrawal symptoms, when we quit smoking? ",1,could tell happens quit smoking,may know withdrawal symptom quit smoke,53,68,31,38,"Не могли бы вы сказать мне, что происходит, когда вы бросили курить?","Могу я знать, какие симптомы отключения, когда мы бросаем курить?"
2511,10,Could you tell me what happens when you quit smoking?,"Should we taper the number of cigarretes per day, while planning to quit smoking or it should be done abruptly? ",0,could tell happens quit smoking,taper number cigarretes day plan quit smoke do abruptly,53,112,31,55,"Не могли бы вы сказать мне, что происходит, когда вы бросили курить?","Следует ли нам сократить количество сигарретов в день, планируя бросить курить, или это должно быть сделано внезапно?"
2512,10,Does a thyroid level in the TSH 4.1 to 5.2 range indicate hypothyroidism? Is very dry skin and increase in acne also a symptom?,I have a very dry skin and increase in acne. Is it relate to hypothyroidism? My TSH value is between 4.1 to 5.2. ,1,thyroid level tsh 4 1 5 2 range indicate hypothyroidism dry skin increase acne symptom,dry skin increase acne relate hypothyroidism tsh value 4 1 5 2,127,113,86,62,Означает ли уровень щитовидной железы в диапазоне TSH 4.1 - 5.2 гипотиреозность?,"У меня очень сухая кожа и рост акн. Это связано с гипотиреозом? Мое значение TSH от 4,1 до 5,2."
2513,10,Does a thyroid level in the TSH 4.1 to 5.2 range indicate hypothyroidism? Is very dry skin and increase in acne also a symptom?,"I have dry skin and acne, my TSH value in thyroid panel is between 4.1 to 5.2, I think I have hypothyroidism. What are my treatment options? ",0,thyroid level tsh 4 1 5 2 range indicate hypothyroidism dry skin increase acne symptom,dry skin acne tsh value thyroid panel 4 1 5 2 think hypothyroidism treatment option,127,141,86,83,Означает ли уровень щитовидной железы в диапазоне TSH 4.1 - 5.2 гипотиреозность?,"У меня сухая кожа и прыщи, значение TSH в щитовидной панели от 4,1 до 5,2, я думаю, у меня гипотироидизм."
2514,10,Does endocervical component mean endometriosis?,"I am a known case of endometrosis, my Pap test revelaed endocervical component. Do I have HPV? ",0,endocervical component mean endometriosis,know case endometrosis pap test revelaed endocervical component hpv,47,95,41,67,Эндоцервик означает эндометриоз?,"Я известный случай эндометроза, мой папский тест на эндоцервикальный компонент. У меня есть ВПЧ?"
2515,10,Does endocervical component mean endometriosis?,"My doctor diagnosed me with endomteriosis, what does endocervical component means? ",1,endocervical component mean endometriosis,doctor diagnose endomteriosis endocervical component mean,47,83,41,57,Эндоцервик означает эндометриоз?,"Мой врач диагностировал у меня эндомтериоз, что означает эндоцервицинский компонент?"
2516,10,Does zyrtec (cetirizine) helps for swollen lips?,"Apart from zyrtec( cetrizine), what other medications can I have for swollen lips? ",0,zyrtec cetirizine help swell lip,apart zyrtec cetrizine medication swell lip,48,83,32,43,Помогает ли циртек (цетиризина) опухшим губам?,"Помимо циртеков (цетризин), какие еще лекарства я могу получить для опухших губ?"
2517,10,Does zyrtec (cetirizine) helps for swollen lips?,"I have swollen lips, can I have zyrtec(cetrizine)? Would it help? ",1,zyrtec cetirizine help swell lip,swell lip zyrtec cetrizine would help,48,66,32,37,Помогает ли циртек (цетиризина) опухшим губам?,"У меня опухшие губы, можно мне зиртек (цетризин)?"
